olddrugname,cleandrugname
tofacitinib tabs 10mg,JAKi
tofacitinib tabs 5mg,JAKi
tofacitinib!10mg!tablets,JAKi
tofacitinib_(homecare) 10 mg tablets,JAKi
tofacitinib_(homecare) 5 mg tablets,JAKi
tremfya (homecare) 100 mg in 1ml pre-filled pen,IL23
tremfya pen 100mg    sap 25495          ,IL23
tremfya100mg/1mlsolutionforinjectionpre-filledpens(janssen-cilagltd)1pre-filleddisposable,IL23
truxima,B cell
truxima  (rituximab) 1000mg in sodium chloride 0.9%,B cell
truxima  100mg/10ml concentrate for solution for infusion,B cell
truxima  500mg/50ml concentrate for solution for infusion,B cell
truxima (rituximab),B cell
truxima (rituximab),B cell
truxima (rituximab),B cell
truxima (rituximab) (db),B cell
truxima (rituximab) (outsourced),B cell
truxima (rituximab) 100mg/500mls infusion,B cell
truxima (rituximab) 550mg/500ml infusion,B cell
truxima (rituximab) in sodium chloride 0.9%,B cell
truxima (rituximab)!1000mg!infusion (cpd),B cell
truxima (rituximab)1000mg/600ml infusion,B cell
truxima (rituximab)600mg/500ml infusion,B cell
truxima (rituximab)650mg/500ml infusion,B cell
truxima (rituximab)800mg/500ml infusion,B cell
truxima 100mg/10ml concentrate for solution for infusion vials (napp pharmaceuticals ltd),B cell
truxima 100mg/10ml concentrate for solution for infusion vials (napp pharmaceuticals ltd) 2 vial,B cell
truxima 500mg/50ml concentrate for solution for infusion vials,B cell
truxima 500mg/50ml concentrate for solution for infusion vials (napp pharmaceuticals ltd),B cell
truxima 500mg/50ml concentrate for solution for infusion vials (napp pharmaceuticals ltd),B cell
truxima 500mg/50ml concentrate for solution for infusion vials (napp pharmaceuticals ltd) 1 vial,B cell
truxima 500mg/50ml concentrate for solution for infusion vials (napp pharmaceuticals ltd) 1 vial,B cell
truxima 600mg in sodium chloride 0.9% 500ml infusion,B cell
truxima 700mg in sodium chloride 0.9% 500ml infusion,B cell
truxima 800mg in sodium chloride 0.9% 500ml infusion,B cell
truxima rituximab 1000mg in sodium chloride 0.9% w/v infusion,B cell
truxima(rituximab) iv infusion,B cell
"truxima, concentrate for solution for infusion, 100mg/10ml, 10ml vial",B cell
upadacitinib,JAKi
upadacitinib (homecare),JAKi
ustekinimab,ustekinumab
ustekinumab,ustekinumab
ustekinumab,ustekinumab
ustekinumab,ustekinumab
ustekinumab - stelara,ustekinumab
ustekinumab - stelara (homecare - lloyds),ustekinumab
ustekinumab - stelara (homecare),ustekinumab
ustekinumab  130mg/26ml concentrate for solution for infusion,ustekinumab
ustekinumab  45mg/0.5ml injection solution,ustekinumab
ustekinumab  45mg/0.5ml injection solution,ustekinumab
ustekinumab  90mg/1ml injection solution,ustekinumab
ustekinumab  90mg/1ml injection solution,ustekinumab
ustekinumab $(homecare),ustekinumab
ustekinumab (),ustekinumab
ustekinumab (1 x 26ml vial pack),ustekinumab
ustekinumab (1 x prefilled syr,ustekinumab
ustekinumab (1 x prefilled syring),ustekinumab
ustekinumab (bi),ustekinumab
ustekinumab (bi) 390 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,ustekinumab
ustekinumab (home delivery),ustekinumab
ustekinumab (home delivery) 45 mg in 0.5ml pre-filled syringe,ustekinumab
ustekinumab (home delivery) 90 mg in 1ml pre-filled syringe,ustekinumab
ustekinumab (home) 90 mg in 1ml subcutaneous injection,ustekinumab
ustekinumab (homecare),ustekinumab
ustekinumab (homecare),ustekinumab
ustekinumab (homecare) 45 mg in 0.5ml injection,ustekinumab
ustekinumab (homecare) 45mg,ustekinumab
ustekinumab (homecare) 90 mg subcutaneous injection,ustekinumab
ustekinumab (homecare) 90mg/ml,ustekinumab
ustekinumab (pre-filled syringe) 45 mg in 0.5ml i,ustekinumab
ustekinumab (pre-filled syringe) 45 mg in 0.5ml in,ustekinumab
ustekinumab (stelara for homecare therapy),ustekinumab
ustekinumab (stelara),ustekinumab
ustekinumab (stelara),ustekinumab
ustekinumab (stelara) [homecare] (dermatology) 45 mg in 0.5ml prefilled syringe,ustekinumab
ustekinumab (stelara) [homecare] (dermatology) 90 mg in 1ml prefilled syringe,ustekinumab
ustekinumab (stelara) [homecare] (gastro) 90 mg in 1ml prefilled syringe,ustekinumab
ustekinumab (stelara) 130 mg in 26ml injection,ustekinumab
ustekinumab (stelara) 130 mg injection for infusion,ustekinumab
ustekinumab (stelara) 45 mg in 0.5ml pre-filled syringe,ustekinumab
ustekinumab (stelara) 90 mg in 1ml pre-filled syringe,ustekinumab
ustekinumab (stelara) 90 mg pre-filled syringe,ustekinumab
ustekinumab (stelara) in sodium chloride 0.9%,ustekinumab
ustekinumab (stelara) in sodium chloride 0.9% 260 mg infusion,ustekinumab
ustekinumab (stelara) in sodium chloride 0.9% 390 mg infusion,ustekinumab
ustekinumab (stelara) in sodium chloride 0.9% 520 mg infusion,ustekinumab
ustekinumab (stelara) pre-filled syringe,ustekinumab
ustekinumab (stelara)_(homecare) 45 mg in 0.5ml pre-filled syringe,ustekinumab
ustekinumab (stelara)_(homecare) 90 mg in 1ml pre-filled syringe,ustekinumab
ustekinumab [stelara] (homecare) 45 mg/0.5ml solution for injection,ustekinumab
ustekinumab [stelara] (homecare) 90 mg/1ml soln for inject pf syringes,ustekinumab
ustekinumab 130 mg in 26ml infusion,ustekinumab
ustekinumab 130 mg in 26ml intravenous injection,ustekinumab
ustekinumab 130 mg in 26ml solution for iv infusion,ustekinumab
ustekinumab 130 mg injection,ustekinumab
ustekinumab 130 mg injection 1 vial pack,ustekinumab
ustekinumab 130 mg injection vial,ustekinumab
ustekinumab 130 mg solution for infusion,ustekinumab
ustekinumab 130 mg/26ml solution for infusion,ustekinumab
ustekinumab 130 mg/26ml solution for infusion vials,ustekinumab
ustekinumab 130mg-26ml conc. for sol for inf. (1),ustekinumab
ustekinumab 130mg-26ml conc. for solution for inf. (1),ustekinumab
ustekinumab 130mg  -26ml conc. for solution for inf. (1),ustekinumab
ustekinumab 130mg injection,ustekinumab
ustekinumab 130mg/26ml conc for soln for inf (stel,ustekinumab
ustekinumab 130mg/26ml conc solution for inf(1),ustekinumab
ustekinumab 130mg/26ml conc. for soln for inf. (1),ustekinumab
ustekinumab 130mg/26ml conc. for solution for inf.,ustekinumab
ustekinumab 130mg/26ml conc. for solution for inf. (1),ustekinumab
ustekinumab 130mg/26ml conc. for solution for infu,ustekinumab
ustekinumab 130mg/26ml infusion (1 vial),ustekinumab
ustekinumab 130mg/26ml solution for infusion vials,ustekinumab
ustekinumab 130mg/26ml solution for infusion vials,ustekinumab
ustekinumab 390mg in  sodium chloride 0.9% 250ml,ustekinumab
ustekinumab 390mg in! sodium chloride 0.9% 250ml,ustekinumab
ustekinumab 45 mg in 0.5ml injection,ustekinumab
ustekinumab 45 mg in 0.5ml injection syringe,ustekinumab
ustekinumab 45 mg in 0.5ml pre-filled syringe,ustekinumab
ustekinumab 45 mg in 0.5ml prefilled syringe,ustekinumab
ustekinumab 45mg injection (1 x 45mg) (homecare),ustekinumab
ustekinumab 45mg/0.5ml pre-fill syringe 1 syringe,ustekinumab
ustekinumab 45mg/0.5ml solution for injection pre-filled syringes,ustekinumab
ustekinumab 45mg/0.5ml solution for injection vial,ustekinumab
ustekinumab 45mg/0.5ml solution for injection vials,ustekinumab
ustekinumab 45mg/0.5ml solution for injection vials,ustekinumab
ustekinumab 520mg in sodium chloride 0.9% 250ml         ,ustekinumab
ustekinumab 90 mg in 1ml pre-filled syringe,ustekinumab
ustekinumab 90 mg in 1ml prefilled syringe,ustekinumab
ustekinumab 90 mg injection,ustekinumab
ustekinumab 90 mg/1ml soln for inject pf syringes,ustekinumab
ustekinumab 90mg in 1ml pfs (1),ustekinumab
ustekinumab 90mg injection (2 x 45mg) (homecare),ustekinumab
ustekinumab 90mg/1ml pre-filled syr (via homecare) 1,ustekinumab
ustekinumab 90mg/1ml pre-filled syringe,ustekinumab
ustekinumab 90mg/1ml pre-filled syringe (1 syringe),ustekinumab
ustekinumab 90mg/1ml pre-filled syringe(homecare),ustekinumab
ustekinumab 90mg/1ml solution for injection pre-fi,ustekinumab
ustekinumab 90mg/1ml solution for injection pre-filled syringes,ustekinumab
ustekinumab 90mg/1ml solution for injection pre-filled syringes,ustekinumab
ustekinumab 90mg/1ml solution for injection pre-filled syringes 1 pre-filled disposable injection,ustekinumab
ustekinumab homecare,ustekinumab
ustekinumab homecare 90 mg in 1 ml injection 1 pre-filled syringe pack,ustekinumab
ustekinumab individual pas request 45 mg in 0.5ml pre-filled syringe,ustekinumab
ustekinumab intravenous infusion asu,ustekinumab
ustekinumab!130mg/26ml!conc. for solution for infusion,ustekinumab
ustekinumab!45mg!injection (1 x 45mg) (homecare)        ,ustekinumab
ustekinumab!90mg!injection (2 x 45mg) (homecare)        ,ustekinumab
ustekinumab!90mg/1ml!pre-filled syringe,ustekinumab
ustekinumab(homecare)(1.0ml)(pfs) 90 mg pre-filled syringe,ustekinumab
ustekinumab^,ustekinumab
ustekinumab^ 45 mg in 0.5ml injection,ustekinumab
ustekinumab_hc,ustekinumab
variable hcd - amgevita adalimumab (ccg),adalimumab
variable hcd - amgevita adalimumab (ccg) - risk share,adalimumab
variable hcd - etanercept  ccg (benepali),etanercept
variable hcd - infliximab ccg (remsima),infliximab
variable hcd - ustekinumab,ustekinumab
vedolizumab,integrins
vedolizumab,integrins
vedolizumab  300mg  intravenous infusion civas,integrins
vedolizumab  300mg  intravenous infusion civas          ,integrins
vedolizumab  300mg  intravenous infusion civas          aseptic fee,integrins
vedolizumab  300mg  intravenous infusion civas  aseptic fee,integrins
vedolizumab  300mg  intravenous infusion civas ase,integrins
vedolizumab  300mg  intravenous infusion civas aseptic fee,integrins
vedolizumab  300mg  intravenous infusion civas aseptic fee        ,integrins
vedolizumab  300mg powder for concentrate for solution for infusion,integrins
vedolizumab  infusion 1 bag pack,integrins
vedolizumab $,integrins
vedolizumab (bi),integrins
vedolizumab (bi) 300 mg in sodium chloride 0.9% intravenous infusion 1 bag dose,integrins
vedolizumab (bi) 300 mg in sodium chloride 0.9% intravenous infusion 1 bag stock dose,integrins
vedolizumab (entyrio),integrins
vedolizumab (entyvio),integrins
vedolizumab (entyvio) 300 mg injection,integrins
vedolizumab (entyvio) 300 mg intravenous infusion,integrins
vedolizumab (entyvio) 300mg/25,integrins
vedolizumab (entyvio) 300mg/250ml (250 ml pack),integrins
vedolizumab 300 mg injection,integrins
vedolizumab 300 mg injection powder,integrins
vedolizumab 300 mg intravenous infusion,integrins
vedolizumab 300 mg powder for infusion,integrins
vedolizumab 300 mg powder for soln for infusion,integrins
vedolizumab 300 mg powder for soln for injection,integrins
vedolizumab 300 mg pwd for soln for infusion vial,integrins
vedolizumab 300 mg/255 ml,integrins
vedolizumab 300mg,integrins
vedolizumab 300mg  sodium chloride 0.9% 250ml asu,integrins
vedolizumab 300mg in 255ml sodium chloride 0.9%,integrins
vedolizumab 300mg in sod chloride 0.9% 250ml(qua1),integrins
vedolizumab 300mg in sodium chloride 0.9% 250ml,integrins
vedolizumab 300mg in sodium chloride 0.9% 250ml,integrins
vedolizumab 300mg in sodium chloride 0.9% 250ml (baxt1),integrins
vedolizumab 300mg in sodium chloride 0.9% 250ml asu,integrins
vedolizumab 300mg in sodium chloride 0.9% inf 250ml,integrins
vedolizumab 300mg in sodium chloride 0.9%250ml asu,integrins
vedolizumab 300mg in sodium chloride0.9% 250ml asu,integrins
vedolizumab 300mg in!sod chloride 0.9% 250ml(qua1),integrins
vedolizumab 300mg in!sodium chloride 0.9% 250ml,integrins
vedolizumab 300mg infusion,integrins
vedolizumab 300mg powder,integrins
vedolizumab 300mg powder for conc for inf (entyvio,integrins
vedolizumab 300mg powder for concentrate for infus,integrins
vedolizumab 300mg powder for concentrate for infusion(1),integrins
vedolizumab 300mg powder for solution for infusion,integrins
vedolizumab 300mg powder for solution for infusion vials,integrins
vedolizumab 300mg powder for solution for infusion vials,integrins
vedolizumab 300mg powder for solution for infusion vials 1 vial,integrins
vedolizumab 300mg powder!for concentrate!for infusion,integrins
vedolizumab 300mg sodium chloride 0.9% 250ml asu,integrins
vedolizumab 300mg sodium chloride 0.9% infusion (1,integrins
vedolizumab 300mg vial,integrins
vedolizumab 300mg/250ml sodium chloride 0.9% infus,integrins
vedolizumab in sodium chloride (bath asu - qualasept),integrins
vedolizumab in sodium chloride (bath asu - qualasept) 300 mg infusion,integrins
vedolizumab in sodium chloride 0.9%,integrins
vedolizumab in sodium chloride 0.9% (whiston),integrins
vedolizumab in sodium chloride 0.9% (whiston) 300 mg infusion,integrins
vedolizumab in sodium chloride 0.9% 300 mg infusion,integrins
vedolizumab iv infusion  multiple patient civas,integrins
vedolizumab iv infusion  single patient civas,integrins
vedolizumab powder for soln for infusion 300mg,integrins
vedolizumab!300mg!infusion (cpd),integrins
vedolizumab!300mg!powder for concentrate for infus,integrins
vedolizumab!300mg!powder for concentrate for infusion(1),integrins
vedolizumab!300mg!powder for concentrate!for infusion(1),integrins
vedolizumab^ (final product),integrins
vedolizumab^ (final product) 300 mg bag,integrins
west sussex - infliximab - inflectra,infliximab
west sussex - omalizumab,omalizumab
xeljanz (tofacitinib) tablet 10mg pk56,JAKi
xeljanz (tofacitinib) tablet 5mg pk56,JAKi
xeljanz (tofactinib) (homecare),JAKi
xolair,omalizumab
xolair 150mg/1ml solution for injection pre-filled syringes (novartis pharmaceuticals uk ltd),omalizumab
